Time,Amplitude-X,Median-X,Mean-X,Max-X,Min-X,Peak-to-Peak-X,Variance-X,Std Dev-X,RMS-X,Skewness-X,Amplitude-Y,Median-Y,Mean-Y,Max-Y,Min-Y,Peak-to-Peak-Y,Variance-Y,Std Dev-Y,RMS-Y,Skewness-Y,Amplitude-Z,Median-Z,Mean-Z,Max-Z,Min-Z,Peak-to-Peak-Z,Variance-Z,Std Dev-Z,RMS-Z,Skewness-Z
18:21:03.241,0.06536111,0.06536111235618591,0.06536111235618591,0.06536111235618591,0.06536111235618591,0.0,0.0,0.0,0.004272075008437959,NaN,0.2907631,-0.29076310992240906,-0.29076310992240906,-0.29076310992240906,-0.29076310992240906,0.0,0.0,0.0,0.08454318609175093,NaN,0.051568225,0.051568225026130676,0.051568225026130676,0.051568225026130676,0.051568225026130676,0.0,0.0,0.0,0.00265928183234565,NaN
18:21:03.287,0.058825,0.06536111235618591,0.06209305673837662,0.06536111235618591,0.05882500112056732,0.006536111235618591,2.1360375042189794E-5,0.00462172857729549,0.0038662278826363528,NaN,0.2616868,-0.2616868019104004,-0.2762249559164047,-0.2616868019104004,-0.29076310992240906,0.029076308012008667,4.227158438045997E-4,0.02056005456716007,0.07651158419292203,NaN,0.046411373,0.051568225026130676,0.04898979887366295,0.051568225026130676,0.04641137272119522,0.005156852304935455,1.3296562847459059E-5,0.0036464452343973382,0.002406648675105677,NaN
18:21:03.334,0.0529425,0.05882500112056732,0.05904287099838257,0.06536111235618591,0.05294249951839447,0.012418612837791443,3.859108666648403E-5,0.006212172459493058,0.0035117880068426346,0.15762739049878427,0.23551811,-0.2616868019104004,-0.26265600820382434,-0.23551811277866364,-0.29076310992240906,0.05524499714374542,7.637069479825195E-4,0.02763524828878003,0.06949731661088913,-0.15762708952961527,0.041770227,0.04641137272119522,0.04658327500025431,0.051568225026130676,0.04177022725343704,0.009797997772693634,2.4022352883586638E-5,0.004901260336238694,0.0021860164116717096,0.15763469603320518
18:21:03.378,0.04764825,0.05882500112056732,0.05619421601295471,0.06536111235618591,0.04764825105667114,0.01771286129951477,5.8186732015001276E-5,0.007628022811646625,0.0032014299623218667,0.19525505164311502,0.21196629,-0.23551811277866364,-0.24998357892036438,-0.21196629106998444,-0.29076310992240906,0.07879681885242462,0.0011514998210988558,0.03393375636587933,0.06335541459565819,-0.1952543175657581,0.03759324,0.04641137272119522,0.044335766695439816,0.051568225026130676,0.03759324178099632,0.013974983245134354,3.622007624323164E-5,0.006018311743606478,0.001992825265654894,0.19526870563047233
18:21:03.418,0.042883422,0.05294249951839447,0.05353205725550651,0.06536111235618591,0.04288342222571373,0.022477690130472183,7.907549526054159E-5,0.008892440343378279,0.002928941550215261,0.23233891469790224,0.19076966,-0.23551811277866364,-0.23814079463481902,-0.19076965749263763,-0.29076310992240906,0.09999345242977142,0.001564882563993941,0.03955859658777016,0.057962944120498204,-0.23233892368425432,0.03383394,0.04177022725343704,0.04223540127277374,0.051568225026130676,0.03383393958210945,0.017734285444021225,4.922273172607988E-5,0.007015891370743982,0.0018232073060530818,0.23235047055150002
18:21:03.464,0.015963236,0.05294249951839447,0.04727058702458938,0.06536111235618591,0.0159632358700037,0.04939787648618221,2.9849645292440223E-4,0.017277049890661374,0.0024832554417529465,-1.3452127058394112,0.21102375,-0.21196629106998444,-0.23362128684918085,-0.19076965749263763,-0.29076310992240906,0.09999345242977142,0.0013744617549418174,0.03707373403019741,0.05572429046485209,-0.6376681283577732,0.07593393,0.04641137272119522,0.04785182327032089,0.07593393325805664,0.03383393958210945,0.04209999367594719,2.28643361708053E-4,0.015120957698110692,0.002480333125050735,1.5736212918417656
18:21:03.510,0.02755051,0.04764825105667114,0.04445343304957662,0.06536111235618591,0.0159632358700037,0.04939787648618221,3.043015397361797E-4,0.0174442408758931,0.0022369376010956308,-0.6684133799837576,0.19014111,-0.21196629106998444,-0.227409833243915,-0.19014111161231995,-0.29076310992240906,0.10062199831008911,0.001415459887017438,0.03762259808967794,0.05292848358775447,-0.8151717164381985,0.05845278,0.04641137272119522,0.049366245844534466,0.07593393325805664,0.03383393958210945,0.04209999367594719,2.065904648897245E-4,0.014373255194621867,0.002614103770117066,1.0742201644953653
18:21:03.538,0.0026030722,0.04764825105667114,0.03922213794430718,0.06536111235618591,0.0026030722074210644,0.06275804014876485,4.797614790297682E-4,0.021903458152304815,0.001958167399073308,-0.6281523380770582,0.16519438,-0.21102374792099,-0.21963290125131607,-0.16519437730312347,-0.29076310992240906,0.12556873261928558,0.0016970967014693045,0.041195833545023756,0.049723570925856,-0.6161348557704636,0.0504102,0.0504101999104023,0.049496740102767944,0.07593393325805664,0.03383393958210945,0.04209999367594719,1.7721377134550482E-4,0.013312166290484236,0.002604989330728273,1.0646443946678823
18:21:03.578,0.013329094,0.04288342222571373,0.0363451330922544,0.06536111235618591,0.0026030722074210644,0.06275804014876485,4.942857064196642E-4,0.02223253711162233,0.0017603337718667207,-0.2584316087447856,0.17064759,-0.21102374792099,-0.21419008904033238,-0.16519437730312347,-0.29076310992240906,0.12556873261928558,0.0017515774566619407,0.0418518512931261,0.04743435198236057,-0.7429034573381543,0.057893608,0.0504101999104023,0.05042972539861997,0.07593393325805664,0.03383393958210945,0.04209999367594719,1.628962039878015E-4,0.012763079721908873,0.002687953829547151,0.7825330958772241
18:21:03.618,0.0319913,0.04288342222571373,0.03590974970720708,0.06536111235618591,0.0026030722074210644,0.06275804014876485,4.412606592927874E-4,0.021006205256847023,0.0016866447173977679,-0.18827881937340935,0.12457893,-0.19076965749263763,-0.20522897318005562,-0.12457893043756485,-0.29076310992240906,0.1661841794848442,0.002359973713868094,0.04857956065947997,0.044242907775021274,-0.23921506559928885,0.043534886,0.0504101999104023,0.04974024146795273,0.07593393325805664,0.03383393958210945,0.04209999367594719,1.495505066734182E-4,0.012229084457694215,0.0026086870772963205,0.9555614545882001
