Time,Mean-X,Variance-X,Skewness-X,Kurtosis-X,RMS-X,Mean-Y,Variance-Y,Skewness-Y,Kurtosis-Y,RMS-Y,Mean-Z,Variance-Z,Skewness-Z,Kurtosis-Z,RMS-Z,Label
18:21:03.241,0.065361112356186,0,0,0,0.004272075008438,-0.290763109922409,0,0,0,0.084543186091751,0.051568225026131,0,0,0,0.002659281832346,0
18:21:03.287,0.062093056738377,2.13603750421898E-05,0,0,0.003866227882636,-0.276224955916405,0.000422715843805,0,0,0.076511584192922,0.048989798873663,1.32965628474591E-05,0,0,0.002406648675106,0
18:21:03.334,0.059042870998383,3.8591086666484E-05,0.157627390498784,0,0.003511788006843,-0.262656008203824,0.000763706947983,-0.157627089529615,0,0.069497316610889,0.046583275000254,2.40223528835866E-05,0.157634696033205,0,0.002186016411672,0
18:21:03.378,0.056194216012955,5.81867320150013E-05,0.195255051643115,-1.13919986853408,0.003201429962322,-0.249983578920364,0.001151499821099,-0.195254317565758,-1.13919972899872,0.063355414595658,0.04433576669544,3.62200762432316E-05,0.195268705630472,-1.13919898164788,0.001992825265655,0
18:21:03.418,0.053532057255507,7.90754952605416E-05,0.232338914697902,-1.11903614459406,0.002928941550215,-0.238140794634819,0.001564882563994,-0.232338923684254,-1.11903742614499,0.057962944120498,0.042235401272774,4.92227317260799E-05,0.2323504705515,-1.11902218178034,0.001823207306053,0
18:21:03.464,0.047270587024589,0.000298496452924,-1.34521270583941,2.2900432071463,0.002483255441753,-0.233621286849181,0.001374461754942,-0.637668128357773,-0.642123200556092,0.055724290464852,0.047851823270321,0.000228643361708,1.57362129184177,2.76346421421762,0.002480333125051,0
18:21:03.510,0.044453433049577,0.000304301539736,-0.668413379983758,-0.463588521802557,0.002236937601096,-0.227409833243915,0.001415459887017,-0.815171716438199,-0.426049786707742,0.052928483587755,0.049366245844535,0.00020659046489,1.07422016449537,1.00603756185854,0.002614103770117,0
18:21:03.538,0.039222137944307,0.00047976147903,-0.628152338077058,-0.782032576824807,0.001958167399073,-0.219632901251316,0.001697096701469,-0.616134855770464,-0.253542503021061,0.049723570925856,0.049496740102768,0.000177213771346,1.06464439466788,1.41968003140397,0.002604989330728,0
18:21:03.578,0.036345133092254,0.00049428570642,-0.258431608744786,-1.48667361871261,0.001760333771867,-0.214190089040332,0.001751577456662,-0.742903457338154,-0.235035347067276,0.047434351982361,0.05042972539862,0.000162896203988,0.782533095877224,0.871923810396904,0.002687953829547,0
18:21:03.618,0.035909749707207,0.000441260659293,-0.188278819373409,-1.21459456004201,0.001686644717398,-0.205228973180056,0.002359973713868,-0.239215065599289,0.007872581730521,0.044242907775021,0.049740241467953,0.000149550506673,0.9555614545882,1.24617636762633,0.002608687077296,0
18:21:03.662,0.048885743853382,0.002249275258261,2.28671596583494,6.3871528200569,0.004434611641426,-0.176889349113811,0.010958453556858,2.18730013504546,6.05031038588944,0.041252072336142,0.063182423060591,0.00212221016167,2.95403409097923,9.19235507031472,0.005921300548962,0
18:21:03.706,0.052222809560287,0.002178427779714,1.95243770241949,4.86295807046927,0.004724113969775,-0.169120268896222,0.010686533795363,1.83619581365627,4.44889885359169,0.038397654663946,0.062611805895964,0.001933189212537,3.07898000848525,10.0331602227509,0.005692328349047,0
18:21:03.738,0.057844220553167,0.002407695531566,1.43418075289473,2.07272492362996,0.005568442034388,-0.161902890182458,0.010473166533888,1.53399666598212,3.24233596980819,0.035880084188407,0.061695632739709,0.001783001963772,3.21286350489934,10.9283168531661,0.005452199065712,0
18:21:03.778,0.061485059126946,0.002408068060269,1.14696694075073,1.10857532915045,0.006016475694665,-0.152604809296983,0.010877898653114,1.18212628957398,1.704074571242,0.033389133712745,0.059010100284857,0.001746817150483,3.17903367326523,11.051340035679,0.005104236432506,0
18:21:03.818,0.061468723261108,0.002236067201729,1.17837667906658,1.38741343887826,0.005865399994297,-0.141463846899569,0.011962721539286,0.881430853944163,0.371929224526919,0.031177226749625,0.055760263713698,0.001780466062966,2.97723617970128,10.4666015422006,0.004770975334856,0
18:21:03.859,0.058434960054001,0.002234255562095,1.22853490896078,1.46043478885305,0.005509259145977,-0.132094581320416,0.012569736969883,0.651428394203021,-0.337018257821881,0.029233106823482,0.053868748305831,0.001719013614046,3.02808657669038,10.8699111907775,0.004513417307205,0
